:)
:-)
;)
;-)
:(
:-(
;(
;-(
:))
:-))
;))
;-))
:((
:-((
;((
;-((
:)))
:-)))
;)))
;-)))
:(((
:-(((
;(((
;-(((
:))))
:-))))
;))))
;-))))
:((((
:-((((
;((((
;-((((
:|
:\
:/
:-/
:)
;)
:]
:-]
;]
;-]
:P	exact-case
;P	exact-case
:-P	exact-case
;-P	exact-case
:D	exact-case
;D	exact-case
:-D	exact-case
;-D	exact-case
;*
;-*
:*
:-*
