obojętnie jaki(adj:$n:$c:$g:pos)	obojętnie jaki(adj:$n:$c:$g:pos)
jakiś(adj:$n:$c:$g:pos) inny(adj:$n:$c:$g:pos)	jakiś inny(adj:$n:$c:$g:pos)
