warszawski(adj:$n:$c:$g:pos) zachodni(adj:$n:$c:$g:pos)	warszawski zachodni(adj:$n:$c:$g:pos)
łódzki(adj:$n:$c:$g:pos) wschodni(adj:$n:$c:$g:pos)	łódzki wschodni(adj:$n:$c:$g:pos)
Kozi(adj:$n:$c:m1:pos) Borek(subst:$n:$c:m1)	Kozi Borek(subst:$n:$c:m1)
Kozi(adj:$n:$c:m2:pos) Borek(subst:$n:$c:m2)	Kozi Borek(subst:$n:$c:m2)
Kozi(adj:$n:$c:m3:pos) Borek(subst:$n:$c:m3)	Kozi Borek(subst:$n:$c:m3)
Nowy(adj:$n:$c:m3:pos) Świat(subst:$n:$c:m3)	Nowy Świat(subst:$n:$c:m3)
